timestamp,price,open,lastClose,dayHigh,dayLow,yearLow,yearHigh,50avg,200avg,targetLow,targetMean,targetHigh,forecastNowAvg,forecastNowGrowth,forecastFutureAvg,forecastFutureGrowth,forecastFutureYrAvg,forecastFutureYrGrowth,lastEarningDate,lastEarnExp,lastEarnActual,lastEarnSuprise%,nextEarningDate,nextEarnExepected,text
2023-02-03 10:43:22,450.6950073242188,451.0,440.8599853515625,454.4552001953125,447.7200012207031,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 11:01:04,450.90570068359375,451.0,440.8599853515625,454.4552001953125,447.7200012207031,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 12:00:02,445.4200134277344,451.0,440.8599853515625,454.4549865722656,445.1099853515625,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 12:30:02,445.1700134277344,451.0,440.8599853515625,454.4552001953125,444.6900024414063,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 13:00:02,446.0400085449219,451.0,440.8599853515625,454.4552001953125,444.6900024414063,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 13:30:01,444.0700073242188,451.0,440.8599853515625,454.4552001953125,443.9800109863281,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 14:00:02,444.9100036621094,451.0,440.8599853515625,454.4552001953125,443.9800109863281,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 14:30:01,443.8399963378906,451.0,440.8599853515625,454.4552001953125,442.7000122070313,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 15:00:02,443.875,451.0,440.8599853515625,454.4552001953125,442.7000122070313,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"[""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January', 'Northrop Grumman Elects Stephen O’Bryan Corporate Vice President and Global Business Development Officer; David Perry to Retire']"
2023-02-03 15:30:01,442.3699951171875,451.0,440.8599853515625,454.4552001953125,441.6799926757813,367.0,556.27001953125,506.1102008056641,485.6071505737305,367.0,526.72,655.0,5.17,-0.152,5.34,5.34,22.07,22.07,2022-10-27 02:00:00-04:00,6.11,5.89,-0.0363,2023-01-26 01:00:00-05:00,6.58,"['Northrop Grumman looks to sell Metro-accessible Tysons office with redevelopment potential', ""Is It Time to Buy the S&P 500's 3 Worst-Performing January Stocks?"", 'Northrop (NOC) to Repurchase $500M Shares Under ASR Agreement', 'Northrop Grumman Announces New $500 Million Accelerated Share Repurchase Agreement', 'Northrop Grumman, Varsity Brands among leases signed at Gilbert industrial park', 'Northrop Grumman to Participate in the 44th Annual Cowen Aerospace/Defense & Industrials Conference', 'General Dynamics (GD) Wins $481.6M Deal for Prophet Detector', 'The Worst-Performing S&P 500 Stocks in January']"
