timestamp,price,open,lastClose,dayHigh,dayLow,yearLow,yearHigh,50avg,200avg,targetLow,targetMean,targetHigh,forecastNowAvg,forecastNowGrowth,forecastFutureAvg,forecastFutureGrowth,forecastFutureYrAvg,forecastFutureYrGrowth,lastEarningDate,lastEarnExp,lastEarnActual,lastEarnSuprise%,nextEarningDate,nextEarnExepected,text
2023-02-03 10:43:22,94.48500061035156,93.56999969482422,93.8000030517578,94.69000244140624,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 11:01:04,94.54000091552734,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 12:00:02,94.2699966430664,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 12:30:02,94.45999908447266,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 13:00:02,94.01000213623048,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 13:30:01,93.87000274658205,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 14:00:02,93.66999816894533,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 14:30:01,93.68000030517578,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 15:00:02,93.55999755859376,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 15:30:01,93.56999969482422,93.56999969482422,93.8000030517578,94.75,93.2300033569336,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
